         11929346 function calls (11503602 primitive calls) in 10.075 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       82    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1497(log)
       24    0.000    0.000    0.029    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\nn_ops.py:2742(_conv2d_expanded_batch)
        2    0.000    0.000    0.050    0.025 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:314(save_fn)
       34    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:610(deserialize_keras_object)
      300    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:719(as_dimension)
       12    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:2655(_set_connectivity_metadata)
       10    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:915(assign)
      116    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\traceable_stack.py:101(pop_obj)
       42    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:536(name)
      248    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:1201(<genexpr>)
       84    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:68(visit_Name)
      193    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\execute.py:157(make_int)
       21    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:457(deprecated_internal_set_learning_phase)
      201    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
   140/30    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\json_utils.py:53(<listcomp>)
      337    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1893(graph)
        2    0.000    0.000    0.006    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\inspect_utils.py:138(getimmediatesource)
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
       65    0.000    0.000    0.290    0.004 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\layer_serialization.py:67(objects_to_serialize)
      201    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\xml\etree\ElementTree.py:536(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\variable_scope.py:1454(get_variable_scope_store)
      321    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
       61    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:183(__init__)
       50    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3380(_convert_numpy_or_python_types)
       73    0.000    0.000    0.018    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\gast\ast3.py:436(ast_to_gast)
       55    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4301(get_collection)
      195    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:166(_MakeInt)
       36    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:462(training_arg_was_passed)
      228    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:719(forward)
       43    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:1191(<listcomp>)
    49/42    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:1420(visit_Attribute)
      159    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:424(<genexpr>)
       45    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\directives.py:113(visit_Name)
      256    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:166(<genexpr>)
       46    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\forwardprop_util.py:30(__new__)
       71    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       32    0.000    0.000    0.012    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\activations.py:273(relu)
        5    0.000    0.000    0.009    0.002 <frozen importlib._bootstrap_external>:856(get_code)
       70    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:62(<listcomp>)
      269    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       24    0.000    0.000    0.175    0.007 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\variables.py:203(<lambda>)
       18    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\version_utils.py:59(__new__)
        3    0.000    0.000    0.024    0.008 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:131(parse_entity)
       62    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\tf_utils.py:427(is_tensor_or_variable)
       33    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_fndefs.py:84(visit_node)
       18    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\mixed_precision\policy.py:197(_parse_name)
       70    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:395(__eq__)
      379    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4896(control_inputs)
      197    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_cache.py:57(__init__)
       98    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\mixed_precision\autocast_variable.py:547(__exit__)
      181    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5390(_colocation_stack)
      302    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:297(can_encode)
       14    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3100(_set_save_spec)
       57    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\module_wrapper.py:178(_getattribute)
       20    0.000    0.000    0.046    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\tf_utils.py:497(get_tensor_spec)
       80    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\c_api_util.py:220(tf_operations)
  240/142    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\utils.py:124(<genexpr>)
      141    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:28(_control_ctx)
       42    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:603(_maybe_trace)
      243    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
       41    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:201(__init__)
      418    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4955(<genexpr>)
       12    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:693(getsourcefile)
        2    0.000    0.000    0.006    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\functions.py:77(visit_FunctionDef)
      115    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:50(<listcomp>)
       88    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:845(experimental_get_tracing_count)
      130    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer_utils.py:412(call_context)
     12/7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\widget.py:73(_separate_buffers)
      184    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:273(can_encode)
      444    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\order_preserving_set.py:37(__contains__)
        2    0.000    0.000    0.004    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3926(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:76(__exit__)
       90    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:687(pop)
       76    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\lift_to_graph.py:125(<listcomp>)
       51    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:473(__init__)
       16    0.000    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:320(_add_function_to_graph)
       27    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ntpath.py:124(splitdrive)
       84    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:3075(_list_all_concrete_functions)
   205/49    0.000    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:502(default)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\optimizer_v2\optimizer_v2.py:842(__dir__)
      330    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\graph_view.py:145(_get_mapped_trackable)
       18    0.000    0.000    0.008    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\layer_serialization.py:107(get_serialized)
      140    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4569(get_name_scope)
      267    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:253(can_encode)
       90    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3150(_trackable_saved_model_saver)
       27    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_util.py:336(_is_array_like)
       14    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\initializers\initializers_v2.py:128(__call__)
    38/31    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:579(set)
       55    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:145(from_string)
      138    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:2320(is_resource_variable)
        4    0.000    0.000    0.014    0.004 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\layers\core\dense.py:130(build)
       56    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\saveable_object_util.py:135(saveable_objects_for_op)
      108    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:133(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\tf_stack.py:71(__init__)
      100    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:1039(<genexpr>)
      798    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      367    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\weakref.py:122(_commit_removals)
       72    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:786(<listcomp>)
       31    0.000    0.000    0.009    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:275(replace_as_expression)
       20    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\json_utils.py:44(encode)
      450    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:187(_absolute_lineno)
      255    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\object_identity.py:39(_assert_type)
       32    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:655(_shape_as_list)
        1    0.000    0.000    0.732    0.732 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:1400(save_and_return_nodes)
       41    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_cache.py:176(add)
      186    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:589(<genexpr>)
      450    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:190(_absolute_col_offset)
       10    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\activations.py:519(deserialize)
      102    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:931(_make_node_key)
       14    0.000    0.000    0.009    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:304(shape_safe_assign_variable_handle)
      256    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:175(<genexpr>)
       55    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:315(_string_to_components)
       34    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\saveable_object_util.py:50(set_cpu0)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:363(<listcomp>)
        2    0.000    0.000    0.003    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\input_layer.py:96(__init__)
      288    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:1113(_gather_saveables_for_checkpoint)
        9    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\serialized_attributes.py:194(set_and_validate_functions)
      106    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer_utils.py:518(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\json\__init__.py:183(dumps)
       17    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:1660(decorated)
       18    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\conv_utils.py:52(normalize_tuple)
      232    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\traceable_stack.py:105(peek_top_obj)
       48    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\node.py:156(map_arguments)
       14    0.000    0.000    0.014    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\saveable_object_util.py:120(restore)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:177(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\gast\ast3.py:416(visit_arguments)
       86    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3083(_split_out_first_arg)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:643(<dictcomp>)
        3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:120(_write_atomic)
      125    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3375(<genexpr>)
      204    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\codecs.py:260(__init__)
      122    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      446    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:213(__enter__)
       11    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\qual_names.py:236(visit_Subscript)
        3    0.000    0.000    0.129    0.043 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:324(transform_function)
        4    0.000    0.000    0.002    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\layers\core\dense.py:99(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
        4    0.000    0.000    0.000    0.000 {function OptimizerV2.__dir__ at 0x000002C1D7105DC0}
       54    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\weakref.py:493(pop)
       38    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\absl\flags\_flagvalues.py:501(__setattr__)
       55    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\re.py:203(sub)
      226    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:236(__init__)
      328    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:2337(_inbound_nodes)
      154    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\op_selector.py:322(<listcomp>)
       15    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:1070(__init__)
       50    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:1190(_set_training_mode)
       36    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\c_api_util.py:104(__del__)
      177    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:137(level)
       12    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\keras_tensor.py:143(from_tensor)
       19    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\utils.py:199(get_training_arg_index)
       60    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\conv_utils.py:107(conv_output_length)
      440    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\registration.py:53(name)
       42    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:302(is_subtype_of)
       30    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:196(_MakeShape)
        2    0.000    0.000    0.008    0.004 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:337(visit_FunctionDef)
       84    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:1083(input_signature)
       27    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\os.py:674(__getitem__)
       14    0.000    0.000    0.014    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:702(_map_resources)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\meta_graph.py:506(create_meta_graph_def)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:903(<listcomp>)
      253    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:843(extended)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\trackable_utils.py:39(order_by_dependency)
        7    0.000    0.000    0.005    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:649(visit_If)
       39    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddControlInput}
       80    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5572(colocate_with)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:793(__init__)
        1    0.000    0.000    0.144    0.144 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:355(_trace_all_concrete_functions)
      148    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\base_serialization.py:33(__init__)
       90    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:898(pop)
       44    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:326(_connect_nodes)
      104    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:979(__iter__)
       66    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:3351(_attacked_for_king)
      141    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      204    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\codecs.py:186(__init__)
