         11929346 function calls (11503602 primitive calls) in 10.075 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12/10    0.000    0.000    0.139    0.014 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\utils.py:151(wrap_with_training_arg)
       88    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1481(<genexpr>)
      184    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:357(can_encode)
       30    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3154(_object_identifier)
        9    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\uuid.py:138(__init__)
        2    0.000    0.000    0.033    0.017 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:54(save)
   190/70    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_util.py:226(_FlattenToStrings)
       56    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:882(_check_self_external_modification)
      7/6    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:740(_process_function_def)
       30    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\execute.py:192(make_shape)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:381(<listcomp>)
       57    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\object_identity.py:142(__delitem__)
      135    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\widget.py:528(_compare)
        6    0.000    0.000    0.007    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\layers\convolutional.py:655(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\copy.py:209(_deepcopy_tuple)
       48    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\nn_ops.py:185(_get_sequence)
        3    0.000    0.000    0.010    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\loader.py:45(load_source)
       10    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ntpath.py:77(join)
       98    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2517(<dictcomp>)
      195    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_trace_type.py:211(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:94(<listcomp>)
       31    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\tf_export.py:138(get_canonical_name)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
       63    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\monitoring.py:324(set)
       49    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:72(freeze)
       63    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\tf_stack.py:74(update)
       50    0.000    0.000    0.008    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:271(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:1137(unique_object_name)
       90    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:196(discard)
    19/12    0.000    0.000    0.349    0.029 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2978(_get_concrete_function_internal_garbage_collected)
        5    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:809(findsource)
       51    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:6658(get_collection)
       10    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:397(_checkpoint_dependencies)
       76    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\nested_structure_coder.py:73(_get_encoders)
      205    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_weakrefset.py:53(_commit_removals)
       24    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:946(<listcomp>)
       34    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:1306(remove_function)
      194    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_spec.py:60(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
    46/40    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\optimizer_v2\optimizer_v2.py:850(__setattr__)
      100    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:369(_components_to_string)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer_v1.py:51(Layer)
        5    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\weakref.py:367(remove)
       45    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1502(_set_function_spec)
       31    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:193(eager_safe_variable_handle)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
      160    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\meta_graph.py:156(mark_op_as_used)
       95    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:247(increment_ref_count)
      133    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      300    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:34(_as_int_or_none)
       22    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:1448(dismantle_func_graph)
       33    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\converter.py:252(__init__)
        1    0.000    0.000    0.016    0.016 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:82(restore)
     10/3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
       43    0.000    0.000    0.012    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:2638(add_function)
       85    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:524(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:1256(flatten)
       29    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:302(create_config)
        7    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:387(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:655(getfile)
       22    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:860(clear_captures)
      103    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\config_lib.py:29(matches)
       50    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:1233(_autographed_call)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:910(deferred_external_captures)
    64/62    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\qual_names.py:118(owner_set)
       26    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:542(_visit_arg_annotations)
        1    0.000    0.000    0.002    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:3967(batch_set_value)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\json_utils.py:79(get_json_type)
       42    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_cache.py:61(is_subtype_of)
       43    0.000    0.000    0.013    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:1311(_get_defun_inputs_from_args)
        1    0.000    0.000    0.015    0.015 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:232(_parse_lambda)
      218    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\json_utils.py:51(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:109(_combine_handle_data)
       30    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:1447(int_shape)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:593(<listcomp>)
       88    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:950(setdefault)
       18    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3030(_call_fn_arg_defaults)
       38    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1417(setLevel)
       45    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:172(_parse_func_attrs)
       21    0.000    0.000    0.023    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:699(resolve)
        2    0.000    0.000    0.053    0.026 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:260(save)
       43    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\variable_scope.py:1467(get_variable_scope)
        2    0.000    0.000    0.002    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:184(__init__)
      106    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:98(<genexpr>)
        1    0.000    0.000    0.077    0.077 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\grappler\tf_optimizer.py:27(OptimizeGraph)
        3    0.000    0.000    0.005    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\tokenize.py:388(open)
       50    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\mixed_precision\policy.py:569(serialize)
       92    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5209(_override_gradient_function)
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:199(<dictcomp>)
      121    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
